x,y,causa,year
274.994940675,34.8749895,Accidente,1998
375.0348966,114.874998225,Accidente,1998
155.0348826,154.8749826,Intencionado,1998
354.874984425,234.874991325,Accidente,1998
204.91496805,304.87501395,Accidente,1998
195.03490695,214.875019125,Accidente,1998
324.87498615,144.8749965,Otro,1998
115.074873225,94.87498605,Accidente,1998
94.87498605,84.87499995,Otro,1998
124.874984325,124.874984325,Intencionado,1998
174.874994775,334.87497225,Otro,1998
214.875019125,334.87497225,Intencionado,1998
94.91496105,264.8749896,Intencionado,1998
94.87498605,254.8750035,Intencionado,1998
84.91497495,244.8750174,Accidente,1998
104.914987125,134.8750104,Otro,1998
84.87499995,174.874994775,Accidente,1998
264.8749896,284.875001775,Otro,1998
194.93896695,304.87501395,Intencionado,1998
54.914976675,254.8750035,Intencionado,1998
94.95493605,264.8749896,Otro,1998
184.874980875,224.875005225,Accidente,1998
184.914955875,224.875005225,Accidente,1998
154.8749826,174.874994775,Accidente,1998
104.954962125,134.8750104,Intencionado,1998
354.874984425,224.875005225,Accidente,1998
294.914962875,204.87499305,Accidente,1998
24.8909934,234.874991325,Accidente,1998
194.95495695,234.874991325,Accidente,1998
174.874994775,124.874984325,Otro,1998
314.87500005,194.87500695,Accidente,1998
314.91497505,194.87500695,Accidente,1998
24.8750034,224.875005225,Accidente,1998
24.8949909,234.874991325,Accidente,1998
134.8750104,254.8750035,Accidente,1998
304.87501395,124.874984325,Accidente,1998
294.874987875,84.87499995,Otro,1998
234.874991325,254.8750035,Accidente,1998
225.154830225,184.874980875,Accidente,1998
234.874991325,304.87501395,Otro,1998
204.91496805,194.87500695,Accidente,1998
64.874987775,204.87499305,Intencionado,1998
194.95495695,174.874994775,Intencionado,1998
204.87499305,274.875015675,Accidente,1998
224.914980225,324.87498615,Accidente,1998
124.914959325,224.875005225,Otro,1998
104.875012125,254.8750035,Accidente,1998
54.875001675,244.8750174,Accidente,1998
64.914962775,244.8750174,Accidente,1998
84.95494995,244.8750174,Otro,1998
94.91496105,254.8750035,Accidente,1998
154.8749826,154.8749826,Intencionado,1998
324.87498615,194.87500695,Accidente,1998
214.875019125,324.87498615,Accidente,1998
44.899000575,104.875012125,Intencionado,1998
264.9149646,204.87499305,Otro,1998
274.875015675,174.874994775,Accidente,1998
324.87498615,184.874980875,Accidente,1998
234.914966325,304.87501395,Otro,1998
224.875005225,274.875015675,Intencionado,1998
144.8749965,214.875019125,Accidente,1998
134.8750104,204.87499305,Accidente,1998
64.954937775,244.8750174,Accidente,1998
74.91498885,214.875019125,Accidente,1998
284.878999275,184.874980875,Accidente,1998
214.875019125,314.87500005,Accidente,1998
214.914994125,324.87498615,Otro,1998
154.9549326,224.875005225,Accidente,1998
94.95493605,254.8750035,Otro,1998
94.99491105,254.8750035,Accidente,1998
44.875015575,224.875005225,Accidente,1998
114.874998225,64.874987775,Intencionado,1998
184.874980875,104.875012125,Otro,1998
134.9149854,244.8750174,Accidente,1998
95.03488605,254.8750035,Intencionado,1998
194.87500695,214.875019125,Accidente,1998
74.87501385,234.874991325,Accidente,1998
10.93995825,237.5260134,Accidente,1998
74.91498885,234.874991325,Accidente,1998
54.914976675,244.8750174,Accidente,1998
104.994937125,134.8750104,Otro,1998
284.914976775,264.8749896,Accidente,1998
174.914969775,334.87497225,Accidente,1998
204.87499305,264.8749896,Otro,1998
324.87498615,304.87501395,Otro,1998
194.91498195,214.875019125,Accidente,1998
325.07486115,74.87501385,Accidente,1998
34.8749895,204.87499305,Accidente,1998
294.874987875,344.874998325,Accidente,1998
94.99491105,264.8749896,Accidente,1998
84.99492495,244.8750174,Intencionado,1998
104.914987125,94.87498605,Accidente,1998
115.114848225,94.87498605,Accidente,1998
274.875015675,194.87500695,Accidente,1998
184.874980875,364.8750105,Otro,1998
304.87501395,344.874998325,Accidente,1998
74.95496385,234.874991325,Otro,1998
194.95495695,214.875019125,Accidente,1998
54.954951675,244.8750174,Accidente,1998
254.8750035,94.87498605,Accidente,1998
94.91496105,64.874987775,Accidente,1998
64.874987775,154.8749826,Accidente,1998
174.874994775,354.874984425,Accidente,1998
294.914962875,344.874998325,Accidente,1998
254.8750035,334.87497225,Accidente,1998
224.875005225,294.874987875,Otro,1998
314.87500005,304.87501395,Accidente,1998
54.914976675,204.87499305,Intencionado,1998
104.914987125,254.8750035,Accidente,1998
374.8749966,114.874998225,Accidente,1998
264.8749896,94.87498605,Accidente,1998
204.94694805,114.874998225,Intencionado,1998
104.954962125,254.8750035,Accidente,1998
54.954951675,204.87499305,Accidente,1998
324.87498615,74.87501385,Intencionado,1998
64.914962775,164.875008675,Accidente,1998
304.87501395,74.87501385,Accidente,1998
154.8749826,224.875005225,Accidente,1998
284.875001775,184.874980875,Intencionado,1998
244.9149924,354.874984425,Otro,1998
204.87499305,194.87500695,Otro,1998
14.9149923,224.875005225,Intencionado,1998
154.8749826,104.875012125,Otro,1998
204.87499305,284.875001775,Accidente,1998
175.034894775,234.874991325,Intencionado,1998
124.954934325,224.875005225,Accidente,1998
54.994926675,244.8750174,Otro,1998
155.0748576,154.8749826,Intencionado,1998
174.874994775,84.87499995,Otro,1998
194.94696195,94.87498605,Otro,1998
174.874994775,164.875008675,Intencionado,1998
324.95493615,254.8750035,Otro,1998
194.99493195,304.87501395,Otro,1998
214.875019125,274.875015675,Accidente,1998
195.07488195,214.875019125,Accidente,1998
195.11485695,214.875019125,Accidente,1998
65.114837775,244.8750174,Accidente,1998
264.8749896,54.875001675,Rayo,1998
274.875015675,34.8749895,Rayo,1998
254.9949285,64.874987775,Rayo,1998
374.9149716,114.874998225,Intencionado,1998
44.875015575,124.874984325,Rayo,1998
284.954951775,264.8749896,Rayo,1998
274.875015675,244.8750174,Rayo,1998
254.8750035,354.874984425,Accidente,1998
84.87499995,224.875005225,Accidente,1998
255.0349035,64.874987775,Rayo,1998
255.0748785,64.874987775,Rayo,1998
274.914990675,244.8750174,Rayo,1998
284.875001775,314.87500005,Accidente,1998
274.875015675,314.87500005,Rayo,1998
274.914990675,84.87499995,Rayo,1998
374.9549466,114.874998225,Rayo,1998
264.9149646,314.87500005,Accidente,1998
184.914955875,374.8749966,Otro,1998
194.91498195,324.87498615,Accidente,1998
245.0349174,354.874984425,Rayo,1998
374.9949216,114.874998225,Rayo,1998
284.914976775,114.874998225,Accidente,1998
175.034894775,104.875012125,Otro,1998
64.914962775,94.87498605,Otro,1998
294.874987875,274.875015675,Rayo,1998
244.8750174,274.875015675,Rayo,1998
284.914976775,244.8750174,Rayo,1998
234.954941325,304.87501395,Rayo,1998
264.9149646,304.87501395,Accidente,1998
284.914976775,334.87497225,Rayo,1998
95.03488605,264.8749896,Rayo,1998
284.875001775,54.875001675,Rayo,1998
264.9149646,54.875001675,Rayo,1998
154.9149576,104.875012125,Intencionado,1998
284.954951775,304.87501395,Rayo,1998
284.914976775,344.874998325,Rayo,1998
194.87500695,364.8750105,Rayo,1998
294.874987875,324.87498615,Rayo,1998
164.875008675,214.875019125,Rayo,1998
364.8750105,154.8749826,Rayo,1998
284.882996775,184.874980875,Otro,1998
254.8750035,174.874994775,Accidente,1998
284.954951775,344.874998325,Rayo,1998
284.994926775,344.874998325,Rayo,1998
54.946956675,214.875019125,Accidente,1998
284.994926775,304.87501395,Rayo,1998
274.875015675,324.87498615,Accidente,1998
184.874980875,354.874984425,Rayo,1998
115.234773225,94.87498605,Intencionado,1998
304.87501395,244.8750174,Rayo,1998
194.95495695,304.87501395,Rayo,1998
64.994912775,254.8750035,Intencionado,1998
55.034901675,244.8750174,Accidente,1998
14.9549673,224.875005225,Accidente,1998
115.274748225,94.87498605,Accidente,1998
274.954965675,244.8750174,Rayo,1998
324.87498615,214.875019125,Rayo,1998
274.914990675,314.87500005,Accidente,1998
274.954965675,314.87500005,Accidente,1998
14.9949423,224.875005225,Accidente,1998
224.914980225,294.874987875,Otro,1998
104.875012125,244.8750174,Otro,1998
144.8749965,224.875005225,Accidente,1998
134.8750104,234.874991325,Intencionado,1998
204.91496805,374.8749966,Accidente,1998
294.874987875,54.875001675,Accidente,1998
154.9549326,154.8749826,Intencionado,1998
204.87499305,324.87498615,Accidente,1998
325.15481115,74.87501385,Rayo,1998
324.87498615,84.87499995,Rayo,1998
304.99493895,74.87501385,Rayo,1998
314.87500005,244.8750174,Rayo,1998
174.994919775,334.87497225,Rayo,1998
304.87501395,304.87501395,Rayo,1998
294.874987875,314.87500005,Rayo,1998
114.874998225,214.875019125,Otro,1998
284.886994275,184.874980875,Intencionado,1998
204.87499305,354.874984425,Rayo,1998
184.874980875,344.874998325,Rayo,1998
234.874991325,324.87498615,Rayo,1998
264.8749896,354.874984425,Rayo,1998
85.07487495,244.8750174,Intencionado,1998
54.954951675,234.874991325,Intencionado,1998
194.99493195,214.875019125,Intencionado,1998
164.914983675,214.875019125,Otro,1998
274.914990675,34.8749895,Rayo,1998
274.954965675,34.8749895,Rayo,1998
175.074869775,104.875012125,Intencionado,1998
284.954951775,244.8750174,Intencionado,1998
334.95492225,184.874980875,Otro,1998
64.954937775,164.875008675,Otro,1998
154.9949076,154.8749826,Intencionado,1998
174.874994775,324.87498615,Otro,1998
134.9549604,194.87500695,Accidente,1998
224.994930225,364.8750105,Accidente,1998
214.914994125,364.8750105,Accidente,1998
204.95494305,194.87500695,Otro,1998
24.8989884,234.874991325,Accidente,1998
244.8750174,234.874991325,Otro,1998
304.91498895,74.87501385,Intencionado,1998
194.87500695,174.874994775,Accidente,1998
114.994923225,94.87498605,Otro,1998
344.874998325,224.875005225,Accidente,1998
85.03489995,244.8750174,Intencionado,1998
334.9145475,164.875008675,Accidente,1998
204.87499305,144.8749965,Otro,1998
244.8750174,164.875008675,Accidente,1998
304.87501395,214.875019125,Accidente,1998
274.435290675,324.87498615,Accidente,1998
195.15483195,214.875019125,Accidente,1998
174.874994775,204.87499305,Accidente,1998
94.87498605,244.8750174,Otro,1998
15.0349173,224.875005225,Otro,1998
124.914959325,254.8750035,Otro,1998
54.994926675,234.874991325,Accidente,1998
94.87498605,194.87500695,Accidente,1998
144.8749965,204.87499305,Accidente,1998
265.0348896,54.875001675,Otro,1998
324.87498615,154.8749826,Accidente,1998
155.1947826,154.8749826,Intencionado,1998
134.8750104,124.874984325,Intencionado,1998
234.994916325,304.87501395,Otro,1998
175.194794775,234.874991325,Accidente,1998
174.874994775,154.8749826,Intencionado,1998
245.1148674,354.874984425,Intencionado,1998
65.074862775,244.8750174,Accidente,1998
144.9149715,204.87499305,Accidente,1998
184.914955875,194.87500695,Accidente,1998
134.9149854,234.874991325,Accidente,1998
334.99489725,184.874980875,Otro,1998
184.914955875,344.874998325,Accidente,1998
64.874987775,224.875005225,Accidente,1998
324.91496115,184.874980875,Otro,1998
114.914973225,244.8750174,Accidente,1998
154.9549326,174.874994775,Accidente,1998
135.0748854,194.87500695,Accidente,1998
274.954965675,84.87499995,Accidente,1998
64.994912775,164.875008675,Intencionado,1998
214.914994125,284.875001775,Intencionado,1998
285.034901775,344.874998325,Otro,1998
224.875005225,334.87497225,Accidente,1998
54.954951675,254.8750035,Otro,1998
74.87501385,254.8750035,Otro,1998
174.874994775,94.87498605,Accidente,1998
245.1548424,354.874984425,Intencionado,1998
94.91496105,244.8750174,Otro,1998
165.034908675,154.8749826,Intencionado,1998
314.87500005,204.87499305,Otro,1998
234.954941325,254.8750035,Accidente,1998
204.95494305,274.875015675,Accidente,1998
24.9029859,234.874991325,Accidente,1998
214.914994125,274.875015675,Accidente,1998
24.9069834,234.874991325,Otro,1998
54.994926675,204.87499305,Accidente,1998
175.274744775,234.874991325,Otro,1998
194.87500695,374.8749966,Accidente,1998
324.87498615,244.8750174,Accidente,1998
334.87497225,234.874991325,Rayo,1998
264.8749896,84.87499995,Intencionado,1998
244.8750174,264.8749896,Accidente,1998
264.9149646,84.87499995,Intencionado,1998
264.9549396,54.875001675,Accidente,1998
284.994926775,264.8749896,Accidente,1998
194.91498195,174.874994775,Accidente,1998
204.93495555,84.87499995,Accidente,1998
115.034898225,94.87498605,Otro,1998
94.87498605,184.874980875,Accidente,1998
174.994919775,104.875012125,Intencionado,1998
154.9149576,154.8749826,Intencionado,1998
254.8750035,304.87501395,Accidente,1998
154.9949076,224.875005225,Accidente,1998
274.875015675,294.874987875,Accidente,1998
155.1148326,154.8749826,Intencionado,1998
244.8750174,214.875019125,Accidente,1998
54.914976675,214.875019125,Accidente,1998
65.034887775,244.8750174,Otro,1998
144.9149715,234.874991325,Accidente,1998
195.19480695,214.875019125,Intencionado,1998
44.875015575,194.87500695,Accidente,1998
334.91494725,224.875005225,Accidente,1998
304.91498895,214.875019125,Accidente,1998
95.19478605,264.8749896,Otro,1998
275.034915675,84.87499995,Accidente,1998
264.9549396,84.87499995,Intencionado,1998
264.9949146,84.87499995,Intencionado,1998
265.0348896,84.87499995,Intencionado,1998
294.914962875,54.875001675,Accidente,1998
305.03491395,74.87501385,Intencionado,1998
265.0748646,84.87499995,Intencionado,1998
265.1148396,84.87499995,Intencionado,1998
264.9949146,54.875001675,Accidente,1998
265.1548146,84.87499995,Intencionado,1998
324.95493615,204.87499305,Accidente,1998
244.9149924,274.875015675,Accidente,1998
84.91497495,194.87500695,Intencionado,1998
324.91496115,174.874994775,Accidente,1998
344.874998325,214.875019125,Accidente,1998
84.87499995,244.8750174,Intencionado,1998
134.8750104,144.8749965,Otro,1998
184.874980875,374.8749966,Rayo,1998
174.954944775,334.87497225,Intencionado,1998
244.9949424,354.874984425,Accidente,1998
134.9549604,254.8750035,Accidente,1998
155.1548076,154.8749826,Intencionado,1998
164.954958675,154.8749826,Intencionado,1998
164.994933675,154.8749826,Intencionado,1998
224.914980225,274.875015675,Intencionado,1998
214.875019125,284.875001775,Otro,1998
194.95495695,324.87498615,Accidente,1998
184.874980875,194.87500695,Accidente,1998
95.15481105,254.8750035,Accidente,1998
15.0748923,224.875005225,Otro,1998
104.994937125,254.8750035,Accidente,1998
95.15481105,264.8749896,Accidente,1998
344.914973325,154.8749826,Accidente,1998
324.91496115,194.87500695,Otro,1998
265.0748646,54.875001675,Accidente,1998
344.954948325,154.8749826,Accidente,1998
344.914973325,214.875019125,Otro,1998
294.874987875,304.87501395,Accidente,1998
54.875001675,124.874984325,Otro,1998
104.875012125,94.87498605,Otro,1998
254.8750035,204.87499305,Otro,1998
204.87499305,374.8749966,Accidente,1998
54.875001675,204.87499305,Otro,1998
304.87501395,164.875008675,Intencionado,1998
324.91496115,254.8750035,Rayo,1998
204.87499305,344.874998325,Accidente,1998
254.9149785,344.874998325,Rayo,1998
234.914966325,294.874987875,Intencionado,1998
114.874998225,244.8750174,Accidente,1998
134.9149854,204.87499305,Intencionado,1998
114.914973225,214.875019125,Accidente,1998
274.994940675,244.8750174,Accidente,1998
244.8750174,74.87501385,Otro,1998
265.2747396,84.87499995,Intencionado,1998
64.914962775,204.87499305,Accidente,1999
324.99491115,244.8750174,Accidente,1999
255.1948035,64.874987775,Accidente,1999
354.874984425,214.875019125,Rayo,1999
284.882996775,54.875001675,Rayo,1999
334.87497225,194.87500695,Accidente,1999
344.914973325,204.87499305,Rayo,1999
325.07486115,204.87499305,Rayo,1999
344.994923325,214.875019125,Accidente,1999
234.954941325,294.874987875,Accidente,1999
195.03490695,304.87501395,Accidente,1999
64.954937775,94.87498605,Accidente,1999
65.154812775,254.8750035,Accidente,1999
135.0748854,254.8750035,Accidente,1999
324.91496115,84.87499995,Rayo,1999
144.9149715,154.8749826,Otro,1999
285.354701775,304.87501395,Rayo,1999
284.875001775,214.875019125,Rayo,1999
285.434651775,244.8750174,Rayo,1999
265.0348896,304.87501395,Rayo,1999
235.074866325,304.87501395,Rayo,1999
254.8750035,324.87498615,Rayo,1999
265.0748646,304.87501395,Rayo,1999
285.394676775,344.874998325,Accidente,1999
265.1148396,304.87501395,Rayo,1999
244.9949424,324.87498615,Rayo,1999
225.074880225,274.875015675,Rayo,1999
254.9149785,304.87501395,Rayo,1999
195.11485695,234.874991325,Otro,1999
84.99492495,194.87500695,Rayo,1999
24.9149784,224.875005225,Rayo,1999
214.954969125,284.875001775,Otro,1999
275.034915675,34.8749895,Otro,1999
285.074876775,344.874998325,Otro,1999
324.91496115,244.8750174,Accidente,1999
273.995565675,324.87498615,Otro,1999
164.875008675,174.874994775,Accidente,1999
264.8749896,334.87497225,Otro,1999
284.886994275,54.875001675,Rayo,1999
304.95496395,214.875019125,Rayo,1999
204.95494305,304.87501395,Otro,1999
284.898986775,184.874980875,Otro,1999
124.874984325,214.875019125,Otro,1999
55.034901675,234.874991325,Accidente,1999
114.954948225,214.875019125,Otro,1999
285.034901775,324.87498615,Rayo,1999
95.03488605,184.874980875,Intencionado,1999
314.99492505,244.8750174,Rayo,1999
304.91498895,224.875005225,Rayo,1999
272.236665675,324.87498615,Rayo,1999
245.4346674,354.874984425,Accidente,1999
325.19478615,74.87501385,Otro,1999
265.1148396,54.875001675,Accidente,1999
305.07488895,74.87501385,Accidente,1999
354.914959425,234.874991325,Accidente,1999
324.99491115,204.87499305,Accidente,1999
65.034887775,254.8750035,Intencionado,1999
244.9949424,74.87501385,Accidente,1999
75.03491385,134.8750104,Accidente,1999
354.874984425,164.875008675,Accidente,1999
244.9949424,274.875015675,Accidente,1999
324.95493615,244.8750174,Accidente,1999
95.27473605,264.8749896,Accidente,1999
95.31471105,264.8749896,Accidente,1999
344.954948325,224.875005225,Accidente,1999
244.9149924,314.87500005,Accidente,1999
245.2347924,354.874984425,Otro,1999
245.2747674,354.874984425,Otro,1999
325.23476115,74.87501385,Accidente,1999
294.874987875,64.874987775,Accidente,1999
244.9149924,214.875019125,Accidente,1999
264.9149646,294.874987875,Accidente,1999
284.994926775,244.8750174,Accidente,1999
274.875015675,334.87497225,Accidente,1999
224.914980225,374.8749966,Otro,1999
274.914990675,334.87497225,Accidente,1999
249.78898425,236.3010195,Accidente,1999
265.1548146,54.875001675,Accidente,1999
54.875001675,174.874994775,Accidente,1999
65.074862775,254.8750035,Accidente,1999
254.9549535,344.874998325,Otro,1999
254.9420016,236.584002525,Accidente,1999
304.95496395,224.875005225,Rayo,1999
284.954951775,334.87497225,Otro,1999
354.954934425,234.874991325,Accidente,1999
314.87500005,344.874998325,Accidente,1999
294.914962875,324.87498615,Otro,1999
284.994926775,334.87497225,Accidente,1999
214.875019125,344.874998325,Accidente,1999
344.954948325,214.875019125,Accidente,1999
285.114851775,344.874998325,Accidente,1999
194.99493195,174.874994775,Otro,1999
249.82895925,236.3010195,Accidente,1999
264.9149646,354.874984425,Accidente,1999
94.95493605,64.874987775,Accidente,1999
244.9549674,74.87501385,Accidente,1999
204.95494305,334.87497225,Intencionado,1999
204.87499305,364.8750105,Otro,1999
245.1948174,354.874984425,Accidente,1999
244.9149924,324.87498615,Accidente,1999
345.034898325,154.8749826,Accidente,1999
144.9549465,204.87499305,Accidente,1999
84.87499995,234.874991325,Accidente,1999
274.914990675,294.874987875,Otro,1999
254.9549535,74.87501385,Otro,1999
74.95496385,134.8750104,Accidente,1999
204.87499305,234.874991325,Otro,1999
44.954965575,194.87500695,Accidente,1999
145.0348965,204.87499305,Otro,1999
85.23477495,244.8750174,Otro,1999
255.2747535,64.874987775,Rayo,1999
284.894989275,54.875001675,Rayo,1999
284.898986775,54.875001675,Rayo,1999
184.874980875,124.874984325,Otro,1999
285.474626775,244.8750174,Rayo,1999
294.914962875,254.8750035,Rayo,1999
285.514601775,244.8750174,Rayo,1999
285.394676775,304.87501395,Rayo,1999
345.074873325,204.87499305,Rayo,1999
304.91498895,184.874980875,Rayo,1999
225.114855225,274.875015675,Rayo,1999
114.914973225,84.87499995,Accidente,1999
335.07484725,184.874980875,Accidente,1999
275.154840675,84.87499995,Accidente,1999
294.954937875,204.87499305,Accidente,1999
81.122986425,191.940002475,Accidente,1999
85.114849950000007,244.8750174,Accidente,1999
255.1148535,64.874987775,Accidente,1999
294.874987875,74.87501385,Accidente,1999
114.874998225,74.87501385,Accidente,1999
224.875005225,94.87498605,Otro,1999
325.03488615,244.8750174,Accidente,1999
255.1548285,64.874987775,Intencionado,1999
324.91496115,214.875019125,Accidente,1999
325.03488615,204.87499305,Accidente,1999
344.874998325,204.87499305,Intencionado,1999
65.114837775,254.8750035,Otro,1999
194.87500695,164.875008675,Intencionado,1999
34.9149645,204.87499305,Accidente,1999
314.87500005,144.8749965,Otro,1999
294.914962875,64.874987775,Accidente,1999
134.9149854,144.8749965,Otro,1999
344.874998325,234.874991325,Accidente,1999
244.8750174,84.87499995,Accidente,1999
324.99491115,254.8750035,Accidente,1999
314.91497505,244.8750174,Accidente,1999
234.994916325,254.8750035,Intencionado,1999
304.91498895,304.87501395,Intencionado,1999
304.95496395,304.87501395,Intencionado,1999
194.91498195,374.8749966,Accidente,1999
214.875019125,254.8750035,Accidente,1999
273.555840675,324.87498615,Rayo,1999
184.874980875,304.87501395,Accidente,1999
285.074876775,334.87497225,Rayo,1999
345.034898325,204.87499305,Otro,1999
285.314726775,244.8750174,Otro,1999
214.954969125,364.8750105,Otro,1999
224.954955225,294.874987875,Accidente,1999
105.074887125,254.8750035,Accidente,1999
345.074873325,154.8749826,Accidente,1999
284.875001775,174.874994775,Otro,1999
305.11486395,74.87501385,Accidente,1999
74.91498885,134.8750104,Intencionado,1999
94.87498605,154.8749826,Accidente,1999
84.91497495,224.875005225,Accidente,1999
84.87499995,254.8750035,Accidente,1999
155.2347576,154.8749826,Accidente,1999
114.914973225,74.87501385,Intencionado,1999
285.074876775,244.8750174,Rayo,1999
134.8750104,104.875012125,Accidente,1999
284.890991775,184.874980875,Accidente,1999
255.2347785,64.874987775,Rayo,1999
324.87498615,224.875005225,Accidente,1999
164.875008675,64.874987775,Intencionado,1999
284.878999275,174.874994775,Accidente,1999
135.1548354,194.87500695,Otro,1999
284.875001775,234.874991325,Accidente,1999
94.91496105,184.874980875,Accidente,1999
